net,length_um
cpu_core.regfile_inst.regs\[11\]\[7\],25.12µm
cpu_core.regfile_inst.regs\[15\]\[9\],25.12µm
cpu_core.regfile_inst.regs\[26\]\[1\],25.105µm
_05212_,25.06µm
_04048_,25.04µm
cpu_core.regfile_inst.regs\[30\]\[10\],25.03µm
cpu_core.regfile_inst.regs\[19\]\[14\],25.02µm
cpu_core.regfile_inst.regs\[9\]\[20\],25.02µm
cpu_core.regfile_inst.regs\[19\]\[11\],25.01µm
_04726_,25µm
_00164_,24.92µm
_02474_,24.92µm
_02023_,24.91µm
_02633_,24.88µm
cpu_core.alu_result_mem\[6\],24.88µm
_04634_,24.84µm
cpu_core.regfile_inst.regs\[9\]\[28\],24.8µm
cpu_core.regfile_inst.regs\[16\]\[21\],24.78µm
_03120_,24.76µm
_04885_,24.76µm
_03111_,24.755µm
_03825_,24.75µm
cpu_core.regfile_inst.regs\[24\]\[7\],24.74µm
cpu_core.regfile_inst.regs\[27\]\[29\],24.74µm
cpu_core.regfile_inst.regs\[9\]\[17\],24.74µm
cpu_core.regfile_inst.regs\[10\]\[7\],24.73µm
_02849_,24.72µm
cpu_core.regfile_inst.regs\[7\]\[29\],24.72µm
_03382_,24.7µm
cpu_core.regfile_inst.regs\[10\]\[20\],24.67µm
_04764_,24.66µm
cpu_core.regfile_inst.regs\[14\]\[8\],24.655µm
_02079_,24.64µm
_05237_,24.62µm
cpu_core.regfile_inst.regs\[16\]\[17\],24.62µm
cpu_core.regfile_inst.regs\[30\]\[17\],24.61µm
cpu_core.ex_stage_inst.rs1_data_ex\[0\],24.6µm
cpu_core.regfile_inst.regs\[1\]\[4\],24.6µm
cpu_core.regfile_inst.regs\[3\]\[1\],24.6µm
cpu_core.regfile_inst.regs\[14\]\[11\],24.59µm
cpu_core.regfile_inst.regs\[7\]\[23\],24.58µm
cpu_core.regfile_inst.regs\[3\]\[10\],24.56µm
net1104,24.54µm
_03587_,24.52µm
cpu_core.regfile_inst.regs\[20\]\[31\],24.52µm
cpu_core.regfile_inst.regs\[4\]\[8\],24.52µm
_03301_,24.5µm
_02898_,24.48µm
_03880_,24.48µm
_04195_,24.48µm
cpu_core.regfile_inst.regs\[1\]\[29\],24.46µm
cpu_core.regfile_inst.regs\[21\]\[20\],24.46µm
_00043_,24.38µm
_02032_,24.38µm
_04443_,24.38µm
cpu_core.regfile_inst.regs\[0\]\[4\],24.38µm
_03291_,24.36µm
_03254_,24.32µm
cpu_core.regfile_inst.regs\[28\]\[14\],24.32µm
_03992_,24.3µm
_04428_,24.3µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[23\],24.3µm
cpu_core.regfile_inst.regs\[31\]\[4\],24.3µm
cpu_core.regfile_inst.regs\[4\]\[26\],24.3µm
cpu_core.ex_stage_inst.imm_ex\[6\],24.28µm
cpu_core.regfile_inst.regs\[28\]\[23\],24.28µm
cpu_core.regfile_inst.regs\[4\]\[12\],24.28µm
cpu_core.regfile_inst.regs\[18\]\[6\],24.275µm
cpu_core.regfile_inst.regs\[2\]\[6\],24.27µm
_03144_,24.26µm
cpu_core.regfile_inst.regs\[24\]\[30\],24.26µm
_02212_,24.24µm
cpu_core.regfile_inst.regs\[2\]\[3\],24.23µm
cpu_core.regfile_inst.regs\[24\]\[13\],24.18µm
_02249_,24.16µm
_04381_,24.16µm
_04795_,24.16µm
cpu_core.regfile_inst.regs\[12\]\[8\],24.16µm
cpu_core.regfile_inst.regs\[19\]\[26\],24.16µm
cpu_core.regfile_inst.regs\[8\]\[26\],24.16µm
cpu_core.regfile_inst.regs\[23\]\[27\],24.14µm
cpu_core.regfile_inst.regs\[25\]\[10\],24.14µm
_02895_,24.12µm
cpu_core.regfile_inst.regs\[18\]\[13\],24.115µm
_02224_,24.1µm
cpu_core.regfile_inst.regs\[27\]\[31\],24.08µm
cpu_core.regfile_inst.regs\[26\]\[21\],24.055µm
cpu_core.regfile_inst.regs\[26\]\[3\],24.05µm
cpu_core.regfile_inst.regs\[2\]\[7\],24.05µm
dmem_dout\[7\],24.05µm
cpu_core.regfile_inst.regs\[14\]\[16\],24.045µm
cpu_core.regfile_inst.regs\[30\]\[20\],24.045µm
cpu_core.regfile_inst.regs\[0\]\[25\],24.04µm
cpu_core.regfile_inst.regs\[10\]\[14\],24.005µm
_03410_,24µm
_03283_,23.98µm
cpu_core.regfile_inst.regs\[7\]\[13\],23.98µm
cpu_core.regfile_inst.regs\[24\]\[27\],23.96µm
cpu_core.regfile_inst.regs\[28\]\[12\],23.96µm
_02896_,23.94µm
_05008_,23.9µm
_03409_,23.88µm
_04475_,23.88µm
cpu_core.regfile_inst.regs\[14\]\[30\],23.88µm
_03257_,23.84µm
cpu_core.regfile_inst.regs\[20\]\[26\],23.84µm
cpu_core.regfile_inst.regs\[24\]\[22\],23.84µm
_02031_,23.82µm
_02045_,23.82µm
_02762_,23.8µm
cpu_core.ex_stage_inst.rs2_data_ex\[8\],23.76µm
_05101_,23.72µm
_03217_,23.665µm
_03588_,23.66µm
cpu_core.regfile_inst.regs\[12\]\[0\],23.66µm
cpu_core.regfile_inst.regs\[23\]\[26\],23.66µm
cpu_core.regfile_inst.regs\[4\]\[10\],23.64µm
_03073_,23.62µm
cpu_core.regfile_inst.regs\[0\]\[10\],23.62µm
cpu_core.regfile_inst.regs\[4\]\[17\],23.6µm
cpu_core.regfile_inst.regs\[10\]\[30\],23.595µm
_00034_,23.58µm
cpu_core.regfile_inst.regs\[14\]\[4\],23.575µm
cpu_core.regfile_inst.regs\[10\]\[10\],23.55µm
_02107_,23.54µm
_03571_,23.54µm
cpu_core.regfile_inst.regs\[18\]\[27\],23.525µm
cpu_core.regfile_inst.regs\[27\]\[9\],23.52µm
cpu_core.regfile_inst.regs\[12\]\[1\],23.5µm
cpu_core.regfile_inst.regs\[23\]\[5\],23.5µm
cpu_core.regfile_inst.regs\[24\]\[8\],23.5µm
cpu_core.regfile_inst.regs\[27\]\[25\],23.5µm
cpu_core.regfile_inst.regs\[6\]\[1\],23.49µm
_03084_,23.48µm
cpu_core.ex_stage_inst.imm_ex\[15\],23.48µm
_00027_,23.46µm
_04276_,23.46µm
cpu_core.regfile_inst.regs\[11\]\[30\],23.42µm
_02235_,23.4µm
cpu_core.regfile_inst.regs\[16\]\[23\],23.4µm
cpu_core.regfile_inst.regs\[18\]\[2\],23.39µm
cpu_core.regfile_inst.regs\[14\]\[23\],23.385µm
cpu_core.regfile_inst.regs\[9\]\[7\],23.38µm
clknet_leaf_62_clk,23.38µm
cpu_core.regfile_inst.regs\[16\]\[6\],23.36µm
cpu_core.regfile_inst.regs\[17\]\[21\],23.34µm
cpu_core.regfile_inst.regs\[3\]\[7\],23.34µm
cpu_core.regfile_inst.regs\[3\]\[8\],23.34µm
cpu_core.regfile_inst.regs\[20\]\[3\],23.3µm
cpu_core.regfile_inst.regs\[11\]\[12\],23.24µm
cpu_core.regfile_inst.regs\[3\]\[22\],23.24µm
cpu_core.regfile_inst.regs\[2\]\[8\],23.23µm
_02117_,23.22µm
_02822_,23.22µm
_03243_,23.22µm
cpu_core.regfile_inst.regs\[25\]\[2\],23.22µm
_02987_,23.215µm
cpu_core.regfile_inst.regs\[8\]\[6\],23.18µm
_04582_,23.14µm
cpu_core.regfile_inst.regs\[11\]\[14\],23.14µm
_02667_,23.135µm
_02228_,23.13µm
_02099_,23.12µm
cpu_core.regfile_inst.regs\[7\]\[20\],23.12µm
_04232_,23.1µm
_03422_,23.08µm
net161,23.06µm
cpu_core.regfile_inst.regs\[14\]\[6\],23.055µm
_03248_,23.04µm
_03991_,23.04µm
cpu_core.regfile_inst.regs\[2\]\[1\],23.035µm
cpu_core.regfile_inst.regs\[3\]\[23\],23µm
_02777_,22.96µm
_04442_,22.96µm
cpu_core.regfile_inst.regs\[13\]\[9\],22.96µm
cpu_core.regfile_inst.regs\[19\]\[15\],22.96µm
cpu_core.regfile_inst.regs\[30\]\[28\],22.93µm
cpu_core.regfile_inst.regs\[22\]\[27\],22.925µm
cpu_core.regfile_inst.regs\[30\]\[27\],22.925µm
_02012_,22.92µm
cpu_core.regfile_inst.regs\[11\]\[3\],22.92µm
cpu_core.regfile_inst.regs\[14\]\[14\],22.92µm
cpu_core.regfile_inst.regs\[23\]\[6\],22.92µm
cpu_core.regfile_inst.regs\[2\]\[2\],22.895µm
_04488_,22.88µm
cpu_core.regfile_inst.regs\[19\]\[31\],22.88µm
cpu_core.regfile_inst.regs\[24\]\[5\],22.88µm
_03121_,22.84µm
cpu_core.regfile_inst.regs\[10\]\[24\],22.84µm
cpu_core.regfile_inst.regs\[1\]\[12\],22.84µm
cpu_core.regfile_inst.regs\[0\]\[18\],22.82µm
cpu_core.regfile_inst.regs\[7\]\[1\],22.8µm
cpu_core.regfile_inst.regs\[5\]\[15\],22.79µm
_02391_,22.78µm
cpu_core.regfile_inst.regs\[27\]\[20\],22.78µm
cpu_core.regfile_inst.regs\[31\]\[31\],22.78µm
_03187_,22.76µm
cpu_core.regfile_inst.regs\[23\]\[16\],22.76µm
cpu_core.regfile_inst.regs\[22\]\[11\],22.735µm
_02048_,22.72µm
cpu_core.regfile_inst.regs\[7\]\[3\],22.7µm
net55,22.7µm
cpu_core.regfile_inst.regs\[0\]\[15\],22.68µm
cpu_core.regfile_inst.regs\[18\]\[19\],22.67µm
cpu_core.regfile_inst.regs\[2\]\[0\],22.67µm
cpu_core.regfile_inst.regs\[23\]\[8\],22.66µm
cpu_core.regfile_inst.regs\[24\]\[9\],22.66µm
cpu_core.regfile_inst.regs\[19\]\[1\],22.64µm
cpu_core.regfile_inst.regs\[24\]\[28\],22.62µm
cpu_core.regfile_inst.regs\[4\]\[4\],22.62µm
clknet_leaf_148_clk,22.6µm
cpu_core.regfile_inst.regs\[23\]\[31\],22.58µm
cpu_core.regfile_inst.regs\[28\]\[29\],22.58µm
cpu_core.regfile_inst.regs\[4\]\[24\],22.58µm
cpu_core.regfile_inst.regs\[18\]\[29\],22.56µm
_04714_,22.54µm
clknet_leaf_59_clk,22.54µm
cpu_core.regfile_inst.regs\[0\]\[28\],22.535µm
cpu_core.regfile_inst.regs\[22\]\[2\],22.53µm
cpu_core.regfile_inst.regs\[22\]\[22\],22.51µm
_02459_,22.48µm
cpu_core.regfile_inst.regs\[17\]\[20\],22.48µm
cpu_core.regfile_inst.regs\[14\]\[22\],22.47µm
_03178_,22.46µm
cpu_core.regfile_inst.regs\[0\]\[29\],22.46µm
cpu_core.regfile_inst.regs\[15\]\[26\],22.46µm
cpu_core.regfile_inst.regs\[29\]\[3\],22.46µm
cpu_core.regfile_inst.regs\[3\]\[16\],22.46µm
cpu_core.ex_mem_reg_inst.jump_out,22.45µm
cpu_core.regfile_inst.regs\[4\]\[3\],22.44µm
_02323_,22.43µm
cpu_core.regfile_inst.regs\[30\]\[3\],22.43µm
_03819_,22.39µm
_02821_,22.38µm
_03014_,22.38µm
cpu_core.regfile_inst.regs\[10\]\[4\],22.365µm
_04240_,22.36µm
_04896_,22.36µm
_05203_,22.36µm
cpu_core.regfile_inst.regs\[30\]\[5\],22.345µm
_02011_,22.34µm
_02460_,22.34µm
_02860_,22.34µm
cpu_core.regfile_inst.regs\[21\]\[17\],22.34µm
cpu_core.regfile_inst.regs\[21\]\[26\],22.34µm
cpu_core.regfile_inst.regs\[27\]\[26\],22.34µm
cpu_core.regfile_inst.regs\[27\]\[8\],22.34µm
cpu_core.regfile_inst.regs\[15\]\[22\],22.32µm
cpu_core.id_ex_reg_inst.pc_in\[17\],22.3µm
_04870_,22.28µm
cpu_core.regfile_inst.regs\[1\]\[25\],22.28µm
cpu_core.regfile_inst.regs\[25\]\[20\],22.28µm
cpu_core.regfile_inst.regs\[4\]\[11\],22.28µm
_01661_,22.265µm
cpu_core.regfile_inst.regs\[20\]\[15\],22.26µm
cpu_core.regfile_inst.regs\[18\]\[24\],22.25µm
cpu_core.regfile_inst.regs\[15\]\[29\],22.24µm
cpu_core.regfile_inst.regs\[20\]\[20\],22.24µm
_04389_,22.22µm
_02053_,22.2µm
_02812_,22.2µm
cpu_core.regfile_inst.regs\[11\]\[25\],22.2µm
cpu_core.regfile_inst.regs\[23\]\[0\],22.2µm
_04527_,22.18µm
_03937_,22.17µm
_04529_,22.16µm
cpu_core.regfile_inst.regs\[16\]\[10\],22.14µm
cpu_core.regfile_inst.regs\[18\]\[15\],22.13µm
_00014_,22.12µm
cpu_core.ex_stage_inst.rs1_data_ex\[5\],22.12µm
cpu_core.regfile_inst.regs\[15\]\[19\],22.12µm
cpu_core.regfile_inst.regs\[24\]\[24\],22.1µm
cpu_core.regfile_inst.regs\[28\]\[11\],22.1µm
cpu_core.regfile_inst.regs\[2\]\[26\],22.095µm
_04691_,22.06µm
cpu_core.regfile_inst.regs\[15\]\[11\],22.06µm
_01999_,22.04µm
_04221_,22.04µm
cpu_core.regfile_inst.regs\[16\]\[26\],22.02µm
cpu_core.regfile_inst.regs\[10\]\[23\],22.015µm
_05240_,22µm
cpu_core.regfile_inst.regs\[31\]\[7\],21.98µm
cpu_core.regfile_inst.regs\[2\]\[21\],21.97µm
_02477_,21.96µm
_03745_,21.96µm
cpu_core.regfile_inst.regs\[15\]\[27\],21.96µm
_02393_,21.94µm
_05276_,21.92µm
cpu_core.mem_wb_reg_inst.read_data_out\[28\],21.92µm
cpu_core.regfile_inst.regs\[21\]\[14\],21.92µm
_02337_,21.88µm
_02613_,21.88µm
_02103_,21.86µm
_02670_,21.84µm
_03691_,21.84µm
cpu_core.regfile_inst.regs\[11\]\[17\],21.84µm
_01905_,21.82µm
_03245_,21.815µm
cpu_core.regfile_inst.regs\[10\]\[9\],21.79µm
_00039_,21.78µm
cpu_core.regfile_inst.regs\[25\]\[31\],21.78µm
cpu_core.regfile_inst.regs\[8\]\[2\],21.78µm
cpu_core.regfile_inst.regs\[14\]\[31\],21.77µm
cpu_core.regfile_inst.regs\[25\]\[24\],21.76µm
cpu_core.regfile_inst.regs\[10\]\[13\],21.75µm
cpu_core.regfile_inst.regs\[6\]\[0\],21.75µm
cpu_core.regfile_inst.regs\[31\]\[23\],21.74µm
_03203_,21.72µm
_03270_,21.72µm
_04938_,21.72µm
cpu_core.regfile_inst.regs\[25\]\[9\],21.72µm
cpu_core.regfile_inst.regs\[31\]\[8\],21.72µm
_01877_,21.7µm
_04444_,21.7µm
cpu_core.regfile_inst.regs\[17\]\[6\],21.7µm
cpu_core.regfile_inst.regs\[7\]\[11\],21.7µm
_02818_,21.66µm
_04578_,21.66µm
cpu_core.regfile_inst.regs\[15\]\[15\],21.66µm
cpu_core.regfile_inst.regs\[1\]\[24\],21.66µm
cpu_core.regfile_inst.regs\[6\]\[26\],21.65µm
cpu_core.regfile_inst.regs\[17\]\[27\],21.64µm
dmem_dout\[28\],21.64µm
_03385_,21.62µm
net376,21.62µm
cpu_core.regfile_inst.regs\[18\]\[18\],21.61µm
_04617_,21.58µm
_04889_,21.58µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[20\],21.58µm
_02868_,21.54µm
cpu_core.regfile_inst.regs\[19\]\[27\],21.54µm
cpu_core.regfile_inst.regs\[26\]\[29\],21.535µm
cpu_core.regfile_inst.regs\[19\]\[8\],21.52µm
cpu_core.regfile_inst.regs\[31\]\[0\],21.52µm
_02077_,21.5µm
_05205_,21.5µm
cpu_core.regfile_inst.regs\[25\]\[17\],21.5µm
cpu_core.regfile_inst.regs\[25\]\[23\],21.48µm
cpu_core.regfile_inst.regs\[12\]\[26\],21.46µm
cpu_core.regfile_inst.regs\[16\]\[31\],21.46µm
cpu_core.regfile_inst.regs\[6\]\[2\],21.45µm
_02171_,21.44µm
_03433_,21.44µm
_02270_,21.42µm
cpu_core.regfile_inst.regs\[13\]\[26\],21.42µm
cpu_core.regfile_inst.regs\[19\]\[5\],21.42µm
cpu_core.regfile_inst.regs\[26\]\[30\],21.42µm
cpu_core.regfile_inst.regs\[4\]\[18\],21.42µm
cpu_core.regfile_inst.regs\[0\]\[16\],21.4µm
cpu_core.regfile_inst.regs\[12\]\[31\],21.4µm
cpu_core.regfile_inst.regs\[27\]\[27\],21.4µm
cpu_core.regfile_inst.regs\[5\]\[13\],21.38µm
cpu_core.regfile_inst.regs\[26\]\[9\],21.37µm
cpu_core.regfile_inst.regs\[16\]\[9\],21.36µm
cpu_core.regfile_inst.regs\[29\]\[16\],21.34µm
cpu_core.regfile_inst.regs\[31\]\[25\],21.34µm
cpu_core.regfile_inst.regs\[14\]\[0\],21.335µm
_02071_,21.33µm
cpu_core.regfile_inst.regs\[26\]\[22\],21.33µm
_03697_,21.32µm
_04238_,21.32µm
cpu_core.regfile_inst.regs\[12\]\[23\],21.32µm
cpu_core.regfile_inst.regs\[23\]\[21\],21.32µm
cpu_core.regfile_inst.regs\[29\]\[30\],21.32µm
cpu_core.regfile_inst.regs\[2\]\[17\],21.31µm
cpu_core.regfile_inst.regs\[19\]\[9\],21.28µm
_04989_,21.26µm
cpu_core.regfile_inst.regs\[6\]\[31\],21.255µm
cpu_core.regfile_inst.regs\[14\]\[12\],21.25µm
_02592_,21.21µm
cpu_core.regfile_inst.regs\[10\]\[26\],21.205µm
_02737_,21.2µm
cpu_core.regfile_inst.regs\[19\]\[13\],21.18µm
cpu_core.regfile_inst.regs\[27\]\[7\],21.18µm
cpu_core.regfile_inst.regs\[2\]\[15\],21.175µm
cpu_core.regfile_inst.regs\[30\]\[23\],21.17µm
_05251_,21.16µm
cpu_core.regfile_inst.regs\[31\]\[9\],21.16µm
cpu_core.regfile_inst.regs\[7\]\[31\],21.16µm
cpu_core.regfile_inst.regs\[20\]\[9\],21.14µm
_02729_,21.12µm
_02786_,21.12µm
_03666_,21.12µm
cpu_core.regfile_inst.regs\[18\]\[28\],21.12µm
cpu_core.regfile_inst.regs\[12\]\[6\],21.08µm
cpu_core.regfile_inst.regs\[15\]\[20\],21.08µm
cpu_core.regfile_inst.regs\[20\]\[25\],21.08µm
cpu_core.regfile_inst.regs\[20\]\[22\],21.06µm
cpu_core.regfile_inst.regs\[23\]\[9\],21.06µm
cpu_core.regfile_inst.regs\[18\]\[22\],21.05µm
_04131_,21.02µm
_04969_,21.02µm
cpu_core.regfile_inst.regs\[6\]\[19\],21.02µm
cpu_core.regfile_inst.regs\[18\]\[16\],20.975µm
cpu_core.regfile_inst.regs\[18\]\[8\],20.975µm
cpu_core.regfile_inst.regs\[26\]\[7\],20.955µm
cpu_core.regfile_inst.regs\[18\]\[10\],20.95µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[2\],20.93µm
cpu_core.regfile_inst.regs\[6\]\[10\],20.93µm
cpu_core.regfile_inst.regs\[12\]\[11\],20.92µm
_04320_,20.9µm
_05142_,20.9µm
_02480_,20.88µm
_02785_,20.86µm
cpu_core.regfile_inst.regs\[29\]\[20\],20.84µm
cpu_core.regfile_inst.regs\[3\]\[12\],20.84µm
cpu_core.regfile_inst.regs\[4\]\[0\],20.84µm
_05162_,20.82µm
cpu_core.regfile_inst.regs\[31\]\[26\],20.82µm
cpu_core.regfile_inst.regs\[24\]\[20\],20.81µm
cpu_core.regfile_inst.regs\[12\]\[29\],20.8µm
_05084_,20.78µm
cpu_core.regfile_inst.regs\[29\]\[25\],20.76µm
cpu_core.regfile_inst.regs\[7\]\[4\],20.76µm
_00029_,20.74µm
_02676_,20.74µm
cpu_core.regfile_inst.regs\[17\]\[5\],20.74µm
cpu_core.regfile_inst.regs\[19\]\[4\],20.74µm
_03490_,20.73µm
_03105_,20.72µm
cpu_core.regfile_inst.regs\[23\]\[3\],20.72µm
cpu_core.regfile_inst.regs\[2\]\[4\],20.715µm
_03196_,20.7µm
_03230_,20.7µm
cpu_core.regfile_inst.regs\[24\]\[2\],20.7µm
clknet_leaf_48_clk,20.7µm
_03100_,20.66µm
_04432_,20.66µm
cpu_core.regfile_inst.regs\[6\]\[6\],20.635µm
cpu_core.regfile_inst.regs\[11\]\[28\],20.62µm
cpu_core.regfile_inst.regs\[14\]\[13\],20.61µm
cpu_core.regfile_inst.regs\[30\]\[9\],20.61µm
_02181_,20.6µm
cpu_core.regfile_inst.regs\[18\]\[17\],20.59µm
_00064_,20.58µm
_02933_,20.58µm
_03353_,20.58µm
cpu_core.regfile_inst.regs\[7\]\[5\],20.58µm
cpu_core.regfile_inst.regs\[24\]\[11\],20.56µm
_03104_,20.53µm
cpu_core.regfile_inst.regs\[30\]\[1\],20.51µm
cpu_core.ex_stage_inst.rs2_data_ex\[6\],20.5µm
cpu_core.regfile_inst.regs\[0\]\[6\],20.48µm
cpu_core.regfile_inst.regs\[1\]\[28\],20.48µm
cpu_core.regfile_inst.regs\[26\]\[11\],20.47µm
_03172_,20.46µm
_03699_,20.46µm
cpu_core.regfile_inst.regs\[19\]\[0\],20.46µm
cpu_core.regfile_inst.regs\[25\]\[7\],20.46µm
cpu_core.regfile_inst.regs\[8\]\[27\],20.46µm
_02178_,20.44µm
_03403_,20.44µm
net159,20.44µm
_02981_,20.42µm
cpu_core.regfile_inst.regs\[12\]\[27\],20.42µm
cpu_core.regfile_inst.regs\[14\]\[29\],20.405µm
cpu_core.regfile_inst.regs\[25\]\[26\],20.4µm
cpu_core.regfile_inst.regs\[3\]\[20\],20.4µm
_03517_,20.38µm
_03305_,20.36µm
_04496_,20.34µm
_05073_,20.32µm
cpu_core.regfile_inst.regs\[17\]\[25\],20.32µm
cpu_core.regfile_inst.regs\[2\]\[30\],20.3µm
cpu_core.regfile_inst.regs\[6\]\[18\],20.295µm
cpu_core.regfile_inst.regs\[24\]\[26\],20.28µm
cpu_core.regfile_inst.regs\[6\]\[27\],20.27µm
_03383_,20.22µm
cpu_core.regfile_inst.regs\[22\]\[8\],20.21µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[0\],20.2µm
cpu_core.regfile_inst.regs\[10\]\[0\],20.19µm
cpu_core.regfile_inst.regs\[6\]\[23\],20.185µm
_03238_,20.18µm
_03890_,20.18µm
cpu_core.regfile_inst.regs\[8\]\[3\],20.18µm
_02096_,20.16µm
cpu_core.regfile_inst.regs\[17\]\[2\],20.16µm
cpu_core.regfile_inst.regs\[19\]\[19\],20.16µm
cpu_core.regfile_inst.regs\[19\]\[29\],20.16µm
cpu_core.regfile_inst.regs\[27\]\[19\],20.16µm
cpu_core.regfile_inst.regs\[31\]\[1\],20.14µm
cpu_core.regfile_inst.regs\[7\]\[15\],20.14µm
cpu_core.regfile_inst.regs\[14\]\[17\],20.13µm
cpu_core.regfile_inst.regs\[31\]\[6\],20.13µm
_02891_,20.12µm
cpu_core.regfile_inst.regs\[10\]\[6\],20.115µm
cpu_core.regfile_inst.regs\[18\]\[30\],20.115µm
_02591_,20.1µm
_02801_,20.1µm
_03194_,20.1µm
cpu_core.regfile_inst.regs\[13\]\[25\],20.08µm
cpu_core.regfile_inst.regs\[3\]\[15\],20.08µm
_02808_,20.06µm
cpu_core.regfile_inst.regs\[12\]\[18\],20.06µm
cpu_core.regfile_inst.regs\[25\]\[3\],20.06µm
_02114_,20.04µm
_03080_,20.04µm
cpu_core.regfile_inst.regs\[31\]\[20\],20.04µm
cpu_core.regfile_inst.regs\[1\]\[20\],20.02µm
cpu_core.regfile_inst.regs\[20\]\[19\],20.02µm
cpu_core.regfile_inst.regs\[27\]\[12\],20.02µm
cpu_core.regfile_inst.regs\[8\]\[11\],20.02µm
_02797_,20µm
_03754_,20µm
_02172_,19.96µm
_02578_,19.96µm
_02615_,19.96µm
cpu_core.regfile_inst.regs\[18\]\[1\],19.955µm
_04882_,19.94µm
cpu_core.regfile_inst.regs\[15\]\[14\],19.94µm
cpu_core.regfile_inst.regs\[1\]\[1\],19.94µm
cpu_core.regfile_inst.regs\[27\]\[4\],19.94µm
cpu_core.regfile_inst.regs\[26\]\[19\],19.935µm
cpu_core.regfile_inst.regs\[15\]\[24\],19.92µm
cpu_core.regfile_inst.regs\[24\]\[0\],19.92µm
cpu_core.regfile_inst.regs\[2\]\[11\],19.9µm
_02027_,19.88µm
_04126_,19.88µm
cpu_core.regfile_inst.regs\[17\]\[29\],19.88µm
_02339_,19.865µm
_03154_,19.86µm
_05259_,19.86µm
cpu_core.regfile_inst.regs\[11\]\[9\],19.84µm
cpu_core.regfile_inst.regs\[3\]\[5\],19.84µm
_00191_,19.83µm
cpu_core.regfile_inst.regs\[0\]\[14\],19.82µm
cpu_core.regfile_inst.regs\[15\]\[1\],19.82µm
cpu_core.regfile_inst.regs\[29\]\[8\],19.82µm
cpu_core.regfile_inst.regs\[30\]\[14\],19.81µm
cpu_core.regfile_inst.regs\[26\]\[27\],19.805µm
cpu_core.regfile_inst.regs\[11\]\[6\],19.8µm
cpu_core.regfile_inst.regs\[10\]\[18\],19.795µm
cpu_core.regfile_inst.regs\[22\]\[19\],19.785µm
_03841_,19.78µm
_03949_,19.78µm
_02759_,19.775µm
cpu_core.regfile_inst.regs\[21\]\[13\],19.76µm
cpu_core.regfile_inst.regs\[22\]\[12\],19.75µm
_05204_,19.74µm
cpu_core.regfile_inst.regs\[30\]\[26\],19.71µm
_02129_,19.7µm
_02739_,19.7µm
cpu_core.regfile_inst.regs\[14\]\[26\],19.69µm
cpu_core.regfile_inst.regs\[15\]\[17\],19.68µm
_04406_,19.66µm
_04796_,19.66µm
cpu_core.mem_wb_reg_inst.read_data_out\[21\],19.66µm
cpu_core.regfile_inst.regs\[25\]\[6\],19.66µm
cpu_core.regfile_inst.regs\[3\]\[11\],19.66µm
net387,19.66µm
cpu_core.regfile_inst.regs\[23\]\[2\],19.65µm
_04987_,19.62µm
cpu_core.regfile_inst.regs\[17\]\[28\],19.62µm
cpu_core.regfile_inst.regs\[18\]\[14\],19.61µm
cpu_core.regfile_inst.regs\[30\]\[16\],19.575µm
_00024_,19.56µm
_02724_,19.56µm
_03071_,19.56µm
cpu_core.regfile_inst.regs\[17\]\[13\],19.54µm
cpu_core.regfile_inst.regs\[17\]\[4\],19.52µm
_03582_,19.5µm
cpu_core.regfile_inst.regs\[7\]\[28\],19.5µm
cpu_core.regfile_inst.regs\[18\]\[0\],19.49µm
cpu_core.if_id_reg_inst.pc_in\[0\],19.48µm
cpu_core.regfile_inst.regs\[23\]\[7\],19.48µm
cpu_core.regfile_inst.regs\[3\]\[31\],19.48µm
cpu_core.regfile_inst.regs\[14\]\[10\],19.47µm
cpu_core.regfile_inst.regs\[12\]\[3\],19.46µm
cpu_core.regfile_inst.regs\[25\]\[25\],19.46µm
cpu_core.regfile_inst.regs\[29\]\[10\],19.46µm
cpu_core.regfile_inst.regs\[22\]\[1\],19.45µm
cpu_core.regfile_inst.regs\[30\]\[30\],19.45µm
cpu_core.regfile_inst.regs\[24\]\[25\],19.44µm
cpu_core.regfile_inst.regs\[27\]\[23\],19.44µm
cpu_core.regfile_inst.regs\[22\]\[7\],19.42µm
cpu_core.regfile_inst.regs\[4\]\[15\],19.42µm
cpu_core.regfile_inst.regs\[13\]\[20\],19.4µm
_04439_,19.38µm
cpu_core.regfile_inst.regs\[14\]\[5\],19.38µm
cpu_core.regfile_inst.regs\[14\]\[27\],19.37µm
_01420_,19.365µm
cpu_core.regfile_inst.regs\[0\]\[27\],19.36µm
cpu_core.regfile_inst.regs\[2\]\[29\],19.35µm
cpu_core.ex_stage_inst.rs1_data_ex\[17\],19.345µm
cpu_core.regfile_inst.regs\[28\]\[0\],19.34µm
_02524_,19.32µm
cpu_core.regfile_inst.regs\[18\]\[23\],19.315µm
cpu_core.regfile_inst.regs\[22\]\[18\],19.31µm
_03287_,19.3µm
cpu_core.regfile_inst.regs\[12\]\[5\],19.3µm
cpu_core.regfile_inst.regs\[28\]\[27\],19.3µm
cpu_core.regfile_inst.regs\[26\]\[5\],19.295µm
_02223_,19.28µm
_02325_,19.28µm
_02881_,19.28µm
_04160_,19.28µm
