net,length_um
cpu_core.regfile_inst.regs\[13\]\[4\],23.34µm
cpu_core.regfile_inst.regs\[25\]\[26\],23.34µm
cpu_core.regfile_inst.regs\[10\]\[1\],23.335µm
_02127_,23.32µm
_02415_,23.3µm
_03416_,23.3µm
cpu_core.regfile_inst.regs\[23\]\[25\],23.3µm
_04885_,23.28µm
cpu_core.regfile_inst.regs\[10\]\[19\],23.265µm
cpu_core.regfile_inst.regs\[4\]\[21\],23.26µm
_03603_,23.24µm
_02263_,23.2µm
cpu_core.regfile_inst.regs\[25\]\[19\],23.18µm
cpu_core.regfile_inst.regs\[31\]\[28\],23.18µm
cpu_core.regfile_inst.regs\[9\]\[23\],23.18µm
cpu_core.regfile_inst.regs\[24\]\[30\],23.16µm
cpu_core.regfile_inst.regs\[15\]\[13\],23.14µm
cpu_core.ex_stage_inst.pc_ex\[6\],23.13µm
_02566_,23.12µm
net1319,23.12µm
cpu_core.regfile_inst.regs\[20\]\[18\],23.1µm
_02508_,23.08µm
cpu_core.regfile_inst.regs\[4\]\[22\],23.08µm
_02805_,23.06µm
cpu_core.regfile_inst.regs\[22\]\[11\],23.05µm
cpu_core.regfile_inst.regs\[24\]\[7\],23.05µm
_03410_,23.04µm
cpu_core.regfile_inst.regs\[30\]\[2\],23.035µm
cpu_core.ex_stage_inst.rs1_data_ex\[4\],23.02µm
cpu_core.regfile_inst.regs\[6\]\[8\],23.015µm
dmem_dout\[11\],23.01µm
_02871_,23µm
cpu_core.regfile_inst.regs\[8\]\[6\],23µm
cpu_core.regfile_inst.regs\[9\]\[2\],23µm
cpu_core.regfile_inst.regs\[22\]\[30\],22.975µm
cpu_core.regfile_inst.regs\[29\]\[8\],22.92µm
cpu_core.regfile_inst.regs\[8\]\[24\],22.92µm
_03078_,22.88µm
cpu_core.regfile_inst.regs\[27\]\[23\],22.88µm
cpu_core.regfile_inst.regs\[9\]\[0\],22.88µm
cpu_core.regfile_inst.regs\[18\]\[21\],22.87µm
_01849_,22.86µm
cpu_core.regfile_inst.regs\[31\]\[0\],22.86µm
cpu_core.regfile_inst.regs\[10\]\[30\],22.855µm
cpu_core.regfile_inst.regs\[3\]\[14\],22.84µm
_04213_,22.82µm
cpu_core.regfile_inst.regs\[12\]\[7\],22.8µm
cpu_core.regfile_inst.regs\[27\]\[13\],22.8µm
cpu_core.regfile_inst.regs\[3\]\[16\],22.8µm
_03729_,22.78µm
_01939_,22.76µm
_02077_,22.76µm
_03552_,22.76µm
cpu_core.regfile_inst.regs\[21\]\[25\],22.76µm
_00093_,22.74µm
cpu_core.regfile_inst.regs\[5\]\[13\],22.74µm
cpu_core.regfile_inst.regs\[22\]\[3\],22.73µm
_03760_,22.72µm
cpu_core.regfile_inst.regs\[23\]\[10\],22.72µm
cpu_core.regfile_inst.regs\[31\]\[9\],22.72µm
cpu_core.regfile_inst.regs\[3\]\[20\],22.71µm
_03038_,22.7µm
_03381_,22.7µm
_04162_,22.7µm
cpu_core.regfile_inst.regs\[29\]\[26\],22.7µm
cpu_core.regfile_inst.regs\[8\]\[1\],22.7µm
cpu_core.regfile_inst.regs\[28\]\[30\],22.68µm
cpu_core.regfile_inst.regs\[5\]\[28\],22.68µm
cpu_core.regfile_inst.regs\[14\]\[30\],22.655µm
cpu_core.regfile_inst.regs\[10\]\[13\],22.645µm
_02916_,22.64µm
_04050_,22.62µm
_04393_,22.62µm
cpu_core.alu_result_mem\[7\],22.62µm
cpu_core.regfile_inst.regs\[25\]\[3\],22.62µm
cpu_core.regfile_inst.regs\[11\]\[4\],22.58µm
cpu_core.regfile_inst.regs\[23\]\[26\],22.56µm
cpu_core.regfile_inst.regs\[23\]\[2\],22.54µm
cpu_core.regfile_inst.regs\[24\]\[0\],22.52µm
_03379_,22.5µm
cpu_core.regfile_inst.regs\[19\]\[14\],22.5µm
_02392_,22.48µm
_02915_,22.48µm
_03098_,22.48µm
cpu_core.regfile_inst.regs\[16\]\[1\],22.48µm
cpu_core.regfile_inst.regs\[22\]\[27\],22.475µm
_03420_,22.46µm
cpu_core.regfile_inst.regs\[21\]\[29\],22.46µm
_02176_,22.44µm
_03157_,22.42µm
cpu_core.regfile_inst.regs\[0\]\[21\],22.42µm
cpu_core.regfile_inst.regs\[27\]\[30\],22.42µm
cpu_core.regfile_inst.regs\[15\]\[11\],22.4µm
_03172_,22.38µm
cpu_core.regfile_inst.regs\[17\]\[29\],22.38µm
cpu_core.regfile_inst.regs\[21\]\[14\],22.38µm
cpu_core.regfile_inst.regs\[5\]\[23\],22.36µm
cpu_core.regfile_inst.regs\[7\]\[17\],22.36µm
_02874_,22.34µm
cpu_core.regfile_inst.regs\[17\]\[0\],22.34µm
cpu_core.regfile_inst.regs\[28\]\[16\],22.34µm
cpu_core.regfile_inst.regs\[24\]\[28\],22.32µm
cpu_core.regfile_inst.regs\[26\]\[17\],22.315µm
cpu_core.regfile_inst.regs\[30\]\[26\],22.31µm
_02497_,22.3µm
cpu_core.regfile_inst.regs\[11\]\[6\],22.3µm
cpu_core.regfile_inst.regs\[9\]\[30\],22.3µm
_02525_,22.28µm
cpu_core.regfile_inst.regs\[11\]\[2\],22.26µm
_01936_,22.25µm
_02976_,22.24µm
dmem_dout\[3\],22.23µm
cpu_core.regfile_inst.regs\[12\]\[18\],22.22µm
cpu_core.regfile_inst.regs\[16\]\[23\],22.22µm
cpu_core.regfile_inst.regs\[20\]\[13\],22.22µm
cpu_core.regfile_inst.regs\[7\]\[10\],22.22µm
cpu_core.regfile_inst.regs\[30\]\[30\],22.215µm
dmem_dout\[12\],22.21µm
cpu_core.regfile_inst.regs\[11\]\[27\],22.2µm
cpu_core.regfile_inst.regs\[19\]\[26\],22.18µm
_04077_,22.16µm
cpu_core.regfile_inst.regs\[6\]\[6\],22.13µm
_04381_,22.12µm
cpu_core.regfile_inst.regs\[19\]\[7\],22.1µm
dmem_dout\[8\],22.09µm
_02923_,22.06µm
cpu_core.ex_stage_inst.imm_ex\[15\],22.06µm
cpu_core.regfile_inst.regs\[31\]\[18\],22.06µm
_03155_,22.04µm
cpu_core.regfile_inst.regs\[9\]\[5\],22.04µm
_03048_,22µm
_04465_,22µm
cpu_core.regfile_inst.regs\[13\]\[12\],22µm
cpu_core.regfile_inst.regs\[21\]\[0\],22µm
cpu_core.regfile_inst.regs\[27\]\[10\],22µm
_01842_,21.98µm
cpu_core.regfile_inst.regs\[12\]\[5\],21.98µm
cpu_core.regfile_inst.regs\[17\]\[12\],21.96µm
cpu_core.regfile_inst.regs\[21\]\[19\],21.96µm
cpu_core.regfile_inst.regs\[25\]\[21\],21.96µm
net1486,21.96µm
_04178_,21.9µm
cpu_core.regfile_inst.regs\[9\]\[14\],21.9µm
cpu_core.regfile_inst.regs\[14\]\[25\],21.89µm
_03830_,21.88µm
_03847_,21.88µm
cpu_core.regfile_inst.regs\[20\]\[24\],21.88µm
cpu_core.regfile_inst.regs\[29\]\[21\],21.88µm
_02978_,21.86µm
_03969_,21.86µm
cpu_core.regfile_inst.regs\[0\]\[9\],21.86µm
dmem_dout\[9\],21.85µm
_02822_,21.84µm
_03230_,21.84µm
cpu_core.regfile_inst.regs\[19\]\[16\],21.84µm
cpu_core.regfile_inst.regs\[8\]\[8\],21.84µm
cpu_core.regfile_inst.regs\[1\]\[14\],21.83µm
_04728_,21.82µm
cpu_core.regfile_inst.regs\[27\]\[14\],21.82µm
_03308_,21.8µm
_04357_,21.8µm
cpu_core.regfile_inst.regs\[0\]\[16\],21.8µm
cpu_core.regfile_inst.regs\[1\]\[29\],21.8µm
cpu_core.regfile_inst.regs\[20\]\[15\],21.8µm
cpu_core.regfile_inst.regs\[23\]\[15\],21.79µm
cpu_core.regfile_inst.regs\[14\]\[17\],21.76µm
cpu_core.regfile_inst.regs\[29\]\[5\],21.76µm
_02938_,21.74µm
cpu_core.regfile_inst.regs\[27\]\[12\],21.74µm
cpu_core.regfile_inst.regs\[4\]\[30\],21.72µm
cpu_core.regfile_inst.regs\[22\]\[0\],21.715µm
_04644_,21.7µm
cpu_core.regfile_inst.regs\[11\]\[3\],21.68µm
cpu_core.regfile_inst.regs\[23\]\[8\],21.68µm
_02652_,21.66µm
_03827_,21.66µm
_04130_,21.66µm
cpu_core.regfile_inst.regs\[19\]\[8\],21.66µm
cpu_core.regfile_inst.regs\[28\]\[21\],21.65µm
_03997_,21.62µm
cpu_core.regfile_inst.regs\[18\]\[13\],21.62µm
_01977_,21.6µm
_00033_,21.58µm
cpu_core.regfile_inst.regs\[19\]\[23\],21.58µm
cpu_core.regfile_inst.regs\[25\]\[28\],21.58µm
cpu_core.regfile_inst.regs\[28\]\[25\],21.58µm
_02748_,21.56µm
cpu_core.regfile_inst.regs\[12\]\[13\],21.56µm
cpu_core.regfile_inst.regs\[6\]\[11\],21.555µm
_02195_,21.54µm
_02676_,21.54µm
_04188_,21.54µm
_04753_,21.54µm
cpu_core.regfile_inst.regs\[0\]\[19\],21.52µm
cpu_core.regfile_inst.regs\[0\]\[23\],21.52µm
cpu_core.regfile_inst.regs\[12\]\[27\],21.52µm
_03482_,21.5µm
cpu_core.regfile_inst.regs\[29\]\[1\],21.5µm
cpu_core.regfile_inst.regs\[29\]\[29\],21.5µm
clknet_leaf_168_clk,21.5µm
cpu_core.regfile_inst.regs\[13\]\[31\],21.49µm
_03758_,21.48µm
cpu_core.regfile_inst.regs\[25\]\[24\],21.46µm
cpu_core.regfile_inst.regs\[29\]\[0\],21.46µm
_02278_,21.44µm
_04795_,21.44µm
cpu_core.regfile_inst.regs\[11\]\[11\],21.44µm
cpu_core.regfile_inst.regs\[4\]\[31\],21.44µm
net1344,21.42µm
_03096_,21.4µm
cpu_core.regfile_inst.regs\[12\]\[10\],21.4µm
cpu_core.regfile_inst.regs\[17\]\[14\],21.4µm
cpu_core.regfile_inst.regs\[19\]\[31\],21.4µm
cpu_core.regfile_inst.regs\[5\]\[16\],21.4µm
cpu_core.regfile_inst.regs\[13\]\[15\],21.39µm
cpu_core.regfile_inst.regs\[10\]\[21\],21.385µm
cpu_core.regfile_inst.regs\[29\]\[22\],21.38µm
_01951_,21.36µm
_04095_,21.34µm
cpu_core.regfile_inst.regs\[19\]\[11\],21.34µm
cpu_core.regfile_inst.regs\[24\]\[14\],21.34µm
_04220_,21.32µm
cpu_core.regfile_inst.regs\[22\]\[16\],21.315µm
_02590_,21.3µm
_03175_,21.3µm
cpu_core.regfile_inst.regs\[0\]\[5\],21.3µm
cpu_core.regfile_inst.regs\[21\]\[5\],21.28µm
net1391,21.26µm
_03293_,21.22µm
cpu_core.regfile_inst.regs\[1\]\[17\],21.18µm
cpu_core.regfile_inst.regs\[20\]\[0\],21.18µm
_03207_,21.16µm
_03462_,21.16µm
cpu_core.regfile_inst.regs\[16\]\[10\],21.16µm
_04363_,21.14µm
cpu_core.regfile_inst.regs\[27\]\[21\],21.14µm
cpu_core.regfile_inst.regs\[31\]\[3\],21.14µm
cpu_core.regfile_inst.regs\[8\]\[12\],21.14µm
_02106_,21.12µm
_02739_,21.12µm
_04746_,21.12µm
cpu_core.regfile_inst.regs\[19\]\[29\],21.12µm
cpu_core.regfile_inst.regs\[8\]\[9\],21.12µm
_03925_,21.08µm
cpu_core.regfile_inst.regs\[13\]\[16\],21.08µm
_02804_,21.06µm
_03037_,21.06µm
cpu_core.alu_result_mem\[12\],21.06µm
cpu_core.regfile_inst.regs\[13\]\[23\],21.06µm
cpu_core.regfile_inst.regs\[31\]\[22\],21.06µm
cpu_core.regfile_inst.regs\[18\]\[5\],21.05µm
dmem_dout\[14\],21.05µm
_02980_,21.04µm
_03877_,21.04µm
_04490_,21.04µm
cpu_core.regfile_inst.regs\[29\]\[13\],21.04µm
cpu_core.regfile_inst.regs\[18\]\[28\],21.025µm
dmem_dout\[15\],21.01µm
cpu_core.regfile_inst.regs\[30\]\[19\],21.005µm
_02817_,21µm
cpu_core.regfile_inst.regs\[7\]\[15\],21µm
cpu_core.regfile_inst.regs\[6\]\[26\],20.985µm
cpu_core.regfile_inst.regs\[3\]\[5\],20.98µm
cpu_core.regfile_inst.regs\[8\]\[26\],20.98µm
cpu_core.regfile_inst.regs\[12\]\[12\],20.96µm
cpu_core.regfile_inst.regs\[15\]\[23\],20.96µm
cpu_core.regfile_inst.regs\[3\]\[27\],20.94µm
cpu_core.regfile_inst.regs\[7\]\[20\],20.94µm
net1563,20.94µm
_03267_,20.92µm
cpu_core.regfile_inst.regs\[19\]\[22\],20.92µm
cpu_core.regfile_inst.regs\[20\]\[1\],20.92µm
cpu_core.regfile_inst.regs\[5\]\[30\],20.92µm
cpu_core.regfile_inst.regs\[0\]\[24\],20.9µm
cpu_core.regfile_inst.regs\[13\]\[11\],20.9µm
_02196_,20.88µm
cpu_core.ex_stage_inst.rs2_data_ex\[22\],20.88µm
cpu_core.regfile_inst.regs\[28\]\[3\],20.88µm
_01840_,20.86µm
cpu_core.regfile_inst.regs\[20\]\[22\],20.86µm
cpu_core.regfile_inst.regs\[18\]\[4\],20.85µm
_02375_,20.84µm
_03020_,20.84µm
cpu_core.regfile_inst.regs\[17\]\[23\],20.84µm
cpu_core.regfile_inst.regs\[1\]\[31\],20.84µm
cpu_core.regfile_inst.regs\[25\]\[20\],20.84µm
cpu_core.regfile_inst.regs\[28\]\[5\],20.84µm
cpu_core.regfile_inst.regs\[4\]\[20\],20.84µm
cpu_core.regfile_inst.regs\[4\]\[7\],20.83µm
dmem_dout\[10\],20.83µm
_02153_,20.82µm
_03311_,20.82µm
cpu_core.regfile_inst.regs\[5\]\[12\],20.82µm
cpu_core.regfile_inst.regs\[14\]\[26\],20.815µm
cpu_core.regfile_inst.regs\[6\]\[4\],20.815µm
_03976_,20.78µm
_00042_,20.74µm
cpu_core.regfile_inst.regs\[27\]\[29\],20.74µm
cpu_core.regfile_inst.regs\[30\]\[0\],20.73µm
cpu_core.regfile_inst.regs\[14\]\[19\],20.71µm
cpu_core.regfile_inst.regs\[18\]\[29\],20.7µm
cpu_core.regfile_inst.regs\[8\]\[22\],20.66µm
cpu_core.regfile_inst.regs\[31\]\[7\],20.65µm
_03195_,20.64µm
cpu_core.control_inst.opcode\[1\],20.62µm
cpu_core.regfile_inst.regs\[18\]\[17\],20.615µm
_01860_,20.6µm
_04373_,20.6µm
cpu_core.regfile_inst.regs\[28\]\[27\],20.6µm
cpu_core.regfile_inst.regs\[2\]\[5\],20.595µm
_02641_,20.58µm
cpu_core.regfile_inst.regs\[15\]\[20\],20.58µm
cpu_core.regfile_inst.regs\[21\]\[16\],20.58µm
cpu_core.regfile_inst.regs\[26\]\[29\],20.565µm
cpu_core.regfile_inst.regs\[14\]\[8\],20.555µm
cpu_core.regfile_inst.regs\[31\]\[27\],20.55µm
cpu_core.regfile_inst.regs\[15\]\[7\],20.54µm
cpu_core.regfile_inst.regs\[17\]\[9\],20.54µm
cpu_core.regfile_inst.regs\[28\]\[26\],20.54µm
cpu_core.regfile_inst.regs\[29\]\[30\],20.48µm
cpu_core.regfile_inst.regs\[9\]\[11\],20.48µm
_02833_,20.47µm
_02002_,20.46µm
_02843_,20.46µm
_01988_,20.44µm
_02912_,20.44µm
cpu_core.regfile_inst.regs\[5\]\[3\],20.44µm
cpu_core.regfile_inst.regs\[16\]\[25\],20.4µm
cpu_core.regfile_inst.regs\[10\]\[31\],20.385µm
cpu_core.regfile_inst.regs\[11\]\[13\],20.38µm
cpu_core.regfile_inst.regs\[27\]\[7\],20.38µm
_04505_,20.36µm
cpu_core.regfile_inst.regs\[19\]\[18\],20.36µm
cpu_core.regfile_inst.regs\[7\]\[31\],20.36µm
cpu_core.regfile_inst.regs\[7\]\[8\],20.36µm
cpu_core.regfile_inst.regs\[13\]\[8\],20.34µm
_02840_,20.32µm
_03447_,20.32µm
_03809_,20.32µm
cpu_core.regfile_inst.regs\[24\]\[16\],20.32µm
cpu_core.regfile_inst.regs\[28\]\[28\],20.3µm
cpu_core.regfile_inst.regs\[2\]\[8\],20.285µm
_02518_,20.28µm
_03132_,20.28µm
cpu_core.regfile_inst.regs\[21\]\[11\],20.28µm
cpu_core.regfile_inst.regs\[3\]\[7\],20.28µm
cpu_core.regfile_inst.regs\[4\]\[9\],20.28µm
cpu_core.regfile_inst.regs\[16\]\[24\],20.26µm
cpu_core.regfile_inst.regs\[23\]\[23\],20.25µm
dmem_dout\[4\],20.25µm
_02823_,20.24µm
cpu_core.regfile_inst.regs\[25\]\[23\],20.22µm
_02316_,20.2µm
net1346,20.2µm
cpu_core.regfile_inst.regs\[26\]\[12\],20.155µm
cpu_core.regfile_inst.regs\[24\]\[21\],20.14µm
cpu_core.regfile_inst.regs\[28\]\[18\],20.14µm
_04453_,20.12µm
cpu_core.regfile_inst.regs\[16\]\[3\],20.12µm
cpu_core.regfile_inst.regs\[20\]\[29\],20.12µm
cpu_core.regfile_inst.regs\[25\]\[7\],20.12µm
_03724_,20.1µm
_03488_,20.085µm
cpu_core.regfile_inst.regs\[11\]\[12\],20.08µm
cpu_core.regfile_inst.regs\[11\]\[22\],20.08µm
cpu_core.regfile_inst.regs\[12\]\[6\],20.08µm
cpu_core.regfile_inst.regs\[24\]\[31\],20.08µm
_02699_,20.06µm
_03354_,20.06µm
cpu_core.regfile_inst.regs\[2\]\[28\],20.045µm
_03275_,20.04µm
cpu_core.regfile_inst.regs\[24\]\[23\],20.04µm
cpu_core.regfile_inst.regs\[28\]\[24\],20.04µm
cpu_core.regfile_inst.regs\[31\]\[23\],20.04µm
_02319_,20.02µm
cpu_core.regfile_inst.regs\[8\]\[0\],20.02µm
cpu_core.regfile_inst.regs\[2\]\[13\],20.01µm
_03865_,20µm
cpu_core.regfile_inst.regs\[20\]\[4\],20µm
cpu_core.regfile_inst.regs\[23\]\[29\],20µm
cpu_core.regfile_inst.regs\[24\]\[3\],20µm
cpu_core.regfile_inst.regs\[7\]\[18\],20µm
net1866,20µm
net2013,20µm
_02024_,19.97µm
_02852_,19.96µm
cpu_core.forward_inst.id_ex_rs1\[2\],19.96µm
cpu_core.regfile_inst.regs\[29\]\[11\],19.96µm
_03055_,19.94µm
cpu_core.regfile_inst.regs\[16\]\[28\],19.94µm
cpu_core.regfile_inst.regs\[1\]\[18\],19.94µm
cpu_core.regfile_inst.regs\[23\]\[12\],19.935µm
cpu_core.regfile_inst.regs\[6\]\[22\],19.935µm
cpu_core.regfile_inst.regs\[18\]\[31\],19.93µm
cpu_core.regfile_inst.regs\[10\]\[6\],19.91µm
_04260_,19.9µm
_03887_,19.88µm
_03917_,19.88µm
cpu_core.regfile_inst.regs\[9\]\[19\],19.88µm
net2291,19.88µm
dmem_dout\[5\],19.87µm
cpu_core.regfile_inst.regs\[31\]\[2\],19.86µm
cpu_core.regfile_inst.regs\[3\]\[24\],19.84µm
cpu_core.regfile_inst.regs\[30\]\[9\],19.825µm
cpu_core.regfile_inst.regs\[16\]\[31\],19.82µm
cpu_core.regfile_inst.regs\[8\]\[3\],19.82µm
dmem_dout\[13\],19.81µm
_02999_,19.8µm
_04595_,19.8µm
_01890_,19.78µm
_02333_,19.78µm
_02439_,19.78µm
_02440_,19.78µm
_03046_,19.78µm
cpu_core.regfile_inst.regs\[13\]\[26\],19.78µm
cpu_core.regfile_inst.regs\[6\]\[7\],19.775µm
_02679_,19.74µm
cpu_core.regfile_inst.regs\[27\]\[0\],19.74µm
cpu_core.regfile_inst.regs\[19\]\[21\],19.7µm
cpu_core.regfile_inst.regs\[26\]\[26\],19.69µm
_03682_,19.68µm
_04533_,19.68µm
cpu_core.regfile_inst.regs\[2\]\[7\],19.67µm
_02712_,19.66µm
cpu_core.regfile_inst.regs\[5\]\[5\],19.66µm
net1386,19.66µm
cpu_core.ex_stage_inst.rs1_data_ex\[8\],19.64µm
cpu_core.regfile_inst.regs\[22\]\[13\],19.64µm
cpu_core.regfile_inst.regs\[18\]\[19\],19.63µm
dmem_dout\[6\],19.63µm
cpu_core.regfile_inst.regs\[0\]\[12\],19.62µm
cpu_core.regfile_inst.regs\[25\]\[13\],19.62µm
cpu_core.regfile_inst.regs\[18\]\[3\],19.61µm
_03122_,19.6µm
cpu_core.regfile_inst.regs\[0\]\[29\],19.58µm
cpu_core.regfile_inst.regs\[12\]\[22\],19.58µm
cpu_core.regfile_inst.regs\[12\]\[3\],19.58µm
cpu_core.regfile_inst.regs\[1\]\[28\],19.58µm
cpu_core.regfile_inst.regs\[23\]\[22\],19.58µm
cpu_core.regfile_inst.regs\[14\]\[27\],19.565µm
_00009_,19.56µm
cpu_core.regfile_inst.regs\[7\]\[2\],19.56µm
net2276,19.56µm
cpu_core.regfile_inst.regs\[15\]\[28\],19.54µm
cpu_core.regfile_inst.regs\[9\]\[8\],19.54µm
_03474_,19.52µm
cpu_core.regfile_inst.regs\[18\]\[1\],19.505µm
_03247_,19.5µm
_03359_,19.46µm
cpu_core.regfile_inst.regs\[11\]\[17\],19.46µm
_00003_,19.44µm
_03954_,19.44µm
cpu_core.ex_stage_inst.rs2_data_ex\[21\],19.44µm
cpu_core.regfile_inst.regs\[2\]\[2\],19.435µm
cpu_core.regfile_inst.regs\[22\]\[24\],19.43µm
_02757_,19.42µm
_04232_,19.42µm
cpu_core.regfile_inst.regs\[15\]\[24\],19.42µm
cpu_core.regfile_inst.regs\[12\]\[1\],19.4µm
_03133_,19.39µm
cpu_core.regfile_inst.regs\[10\]\[14\],19.39µm
_01862_,19.385µm
cpu_core.regfile_inst.regs\[6\]\[9\],19.37µm
_03137_,19.36µm
cpu_core.regfile_inst.regs\[16\]\[30\],19.36µm
cpu_core.regfile_inst.regs\[21\]\[30\],19.36µm
cpu_core.regfile_inst.regs\[6\]\[13\],19.355µm
cpu_core.regfile_inst.regs\[1\]\[22\],19.34µm
cpu_core.regfile_inst.regs\[31\]\[29\],19.33µm
_02050_,19.32µm
cpu_core.regfile_inst.regs\[12\]\[25\],19.32µm
cpu_core.regfile_inst.regs\[7\]\[19\],19.32µm
cpu_core.regfile_inst.regs\[26\]\[7\],19.31µm
_03434_,19.3µm
_01852_,19.28µm
_02425_,19.28µm
cpu_core.regfile_inst.regs\[10\]\[27\],19.27µm
_01886_,19.265µm
_02221_,19.26µm
cpu_core.regfile_inst.regs\[15\]\[15\],19.26µm
cpu_core.regfile_inst.regs\[21\]\[12\],19.26µm
_04414_,19.24µm
cpu_core.regfile_inst.regs\[3\]\[4\],19.24µm
cpu_core.regfile_inst.regs\[8\]\[23\],19.24µm
cpu_core.regfile_inst.regs\[27\]\[4\],19.22µm
_03534_,19.21µm
cpu_core.regfile_inst.regs\[18\]\[27\],19.21µm
_02423_,19.2µm
_03693_,19.2µm
cpu_core.regfile_inst.regs\[16\]\[27\],19.2µm
cpu_core.regfile_inst.regs\[17\]\[2\],19.2µm
cpu_core.regfile_inst.regs\[25\]\[14\],19.2µm
cpu_core.regfile_inst.regs\[15\]\[6\],19.18µm
cpu_core.regfile_inst.regs\[0\]\[4\],19.16µm
cpu_core.regfile_inst.regs\[16\]\[18\],19.16µm
cpu_core.regfile_inst.regs\[24\]\[22\],19.16µm
cpu_core.regfile_inst.regs\[27\]\[15\],19.16µm
cpu_core.regfile_inst.regs\[22\]\[8\],19.13µm
cpu_core.regfile_inst.regs\[16\]\[0\],19.12µm
cpu_core.regfile_inst.regs\[7\]\[7\],19.12µm
_02410_,19.08µm
cpu_core.regfile_inst.regs\[12\]\[20\],19.08µm
cpu_core.regfile_inst.regs\[21\]\[3\],19.06µm
cpu_core.regfile_inst.regs\[2\]\[29\],19.05µm
cpu_core.control_inst.opcode\[0\],19.04µm
cpu_core.regfile_inst.regs\[11\]\[28\],19.02µm
cpu_core.regfile_inst.regs\[31\]\[4\],19.02µm
cpu_core.regfile_inst.regs\[3\]\[0\],19.02µm
_02982_,18.98µm
cpu_core.regfile_inst.regs\[26\]\[4\],18.97µm
cpu_core.regfile_inst.regs\[4\]\[10\],18.95µm
_03653_,18.94µm
cpu_core.ex_stage_inst.rs1_data_ex\[7\],18.94µm
cpu_core.regfile_inst.regs\[17\]\[10\],18.92µm
cpu_core.regfile_inst.regs\[27\]\[1\],18.92µm
cpu_core.regfile_inst.regs\[14\]\[24\],18.91µm
_02622_,18.9µm
_03984_,18.9µm
cpu_core.regfile_inst.regs\[5\]\[4\],18.9µm
cpu_core.regfile_inst.regs\[7\]\[26\],18.9µm
_04195_,18.86µm
_04293_,18.86µm
cpu_core.regfile_inst.regs\[3\]\[30\],18.86µm
cpu_core.regfile_inst.regs\[30\]\[24\],18.855µm
_02446_,18.83µm
_03935_,18.82µm
cpu_core.regfile_inst.regs\[16\]\[13\],18.82µm
cpu_core.regfile_inst.regs\[27\]\[8\],18.82µm
cpu_core.regfile_inst.regs\[5\]\[19\],18.82µm
_03332_,18.8µm
cpu_core.regfile_inst.regs\[17\]\[7\],18.78µm
cpu_core.regfile_inst.regs\[3\]\[31\],18.78µm
cpu_core.regfile_inst.regs\[7\]\[6\],18.78µm
cpu_core.regfile_inst.regs\[8\]\[27\],18.78µm
cpu_core.regfile_inst.regs\[0\]\[10\],18.76µm
cpu_core.regfile_inst.regs\[22\]\[10\],18.755µm
cpu_core.regfile_inst.regs\[2\]\[3\],18.75µm
cpu_core.regfile_inst.regs\[15\]\[0\],18.74µm
net1430,18.74µm
cpu_core.regfile_inst.regs\[7\]\[3\],18.71µm
_02637_,18.7µm
cpu_core.regfile_inst.regs\[29\]\[19\],18.7µm
cpu_core.regfile_inst.regs\[26\]\[20\],18.69µm
_03254_,18.68µm
_00079_,18.66µm
cpu_core.regfile_inst.regs\[27\]\[16\],18.66µm
_02831_,18.64µm
cpu_core.regfile_inst.regs\[4\]\[19\],18.64µm
cpu_core.regfile_inst.regs\[30\]\[31\],18.625µm
_01991_,18.62µm
_02834_,18.62µm
cpu_core.regfile_inst.regs\[19\]\[0\],18.62µm
cpu_core.regfile_inst.regs\[30\]\[28\],18.585µm
_02910_,18.58µm
net2385,18.58µm
_02949_,18.56µm
_03581_,18.56µm
_04761_,18.56µm
cpu_core.regfile_inst.regs\[28\]\[14\],18.56µm
cpu_core.regfile_inst.regs\[31\]\[31\],18.56µm
cpu_core.regfile_inst.regs\[2\]\[14\],18.545µm
cpu_core.regfile_inst.regs\[14\]\[5\],18.54µm
cpu_core.regfile_inst.regs\[6\]\[29\],18.535µm
dmem_dout\[16\],18.53µm
_01934_,18.52µm
_02977_,18.52µm
_03191_,18.52µm
cpu_core.regfile_inst.regs\[27\]\[25\],18.52µm
cpu_core.regfile_inst.regs\[3\]\[3\],18.52µm
_04349_,18.5µm
cpu_core.regfile_inst.regs\[8\]\[14\],18.49µm
_02220_,18.48µm
_02377_,18.46µm
cpu_core.regfile_inst.regs\[9\]\[27\],18.46µm
cpu_core.regfile_inst.regs\[17\]\[8\],18.44µm
cpu_core.regfile_inst.regs\[21\]\[15\],18.44µm
net1384,18.44µm
cpu_core.regfile_inst.regs\[10\]\[10\],18.43µm
cpu_core.regfile_inst.regs\[17\]\[17\],18.42µm
cpu_core.regfile_inst.regs\[23\]\[20\],18.42µm
_02419_,18.4µm
cpu_core.regfile_inst.regs\[11\]\[18\],18.4µm
cpu_core.regfile_inst.regs\[31\]\[12\],18.4µm
cpu_core.regfile_inst.regs\[7\]\[23\],18.4µm
cpu_core.mem_wb_reg_inst.read_data_out\[12\],18.36µm
cpu_core.regfile_inst.regs\[5\]\[6\],18.36µm
net2413,18.36µm
cpu_core.regfile_inst.regs\[24\]\[2\],18.34µm
cpu_core.regfile_inst.regs\[27\]\[24\],18.34µm
cpu_core.regfile_inst.regs\[8\]\[15\],18.34µm
cpu_core.regfile_inst.regs\[18\]\[10\],18.33µm
cpu_core.regfile_inst.regs\[18\]\[25\],18.33µm
_00080_,18.32µm
cpu_core.regfile_inst.regs\[13\]\[18\],18.32µm
